Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
2024-01-01,Data Analyst,EN,FT,92000,US,US,M,100,USD,92000.0,92000.0
2024-01-01,Data Analyst,MI,FT,88000,US,US,M,100,USD,88000.0,88000.0
2024-01-01,Data Analyst,SE,FT,88052,US,US,M,100,USD,88052.0,88052.0
2024-01-01,Data Analyst,EN,FT,88200,US,US,M,100,USD,88200.0,88200.0
2024-01-01,Data Analyst,SE,FT,88670,US,US,M,0,USD,88670.0,88670.0
2024-01-01,Data Analyst,EN,FT,88800,US,US,M,0,USD,88800.0,88800.0
2024-01-01,Data Analyst,SE,FT,88854,US,US,M,0,USD,88854.0,88854.0
2024-01-01,Data Analyst,SE,FT,89000,US,US,M,0,USD,89000.0,89000.0
2024-01-01,Data Analyst,EN,FT,87400,US,US,M,0,USD,87400.0,87400.0
2024-01-01,Data Analyst,SE,FT,87600,US,US,M,0,USD,87600.0,87600.0
2024-01-01,Data Analyst,EN,FT,87999,US,US,M,0,USD,87999.0,87999.0
2024-01-01,Data Analyst,SE,FT,164000,US,US,M,0,USD,164000.0,164000.0
2024-01-01,Data Analyst,SE,FT,164640,US,US,M,0,USD,164640.0,164640.0
2024-01-01,Data Analyst,SE,FT,164000,CA,CA,M,100,USD,164000.0,164000.0
2024-01-01,Data Analyst,SE,FT,87000,US,US,M,0,USD,87000.0,87000.0
2024-01-01,Data Analyst,EN,FT,85420,US,US,M,0,USD,85420.0,85420.0
2024-01-01,Data Analyst,SE,FT,85500,US,US,M,0,USD,85500.0,85500.0
2024-01-01,Data Analyst,EN,FT,85500,US,US,M,100,USD,85500.0,85500.0
2024-01-01,Data Analyst,EN,FT,85900,MX,MX,M,0,USD,85900.0,85900.0
2024-01-01,Data Analyst,SE,FT,162900,US,US,M,100,USD,162900.0,162900.0
2024-01-01,Data Analyst,SE,FT,86026,DE,DE,M,100,EUR,95584.0,86026.0
2024-01-01,Data Analyst,MI,FT,86078,US,US,M,0,USD,86078.0,86078.0
2024-01-01,Data Analyst,SE,FT,86146,NL,NL,M,100,EUR,95717.0,86146.0
2024-01-01,Data Analyst,EN,FT,86600,US,US,M,0,USD,86600.0,86600.0
2024-01-01,Data Analyst,SE,FT,163700,US,US,M,0,USD,163700.0,163700.0
2024-01-01,Data Analyst,SE,FT,163000,US,US,M,100,USD,163000.0,163000.0
2024-01-01,Data Analyst,EN,FT,87000,US,US,M,0,USD,87000.0,87000.0
2024-01-01,Data Analyst,EN,FT,86000,US,US,M,0,USD,86000.0,86000.0
2024-01-01,Data Analyst,MI,FT,86000,US,US,M,0,USD,86000.0,86000.0
2024-01-01,Data Analyst,SE,FT,220000,US,US,M,100,USD,220000.0,220000.0
2024-01-01,Data Analyst,MI,FT,90500,US,US,M,0,USD,90500.0,90500.0
2024-01-01,Data Analyst,EN,FT,90000,US,US,M,0,USD,90000.0,90000.0
2024-01-01,Data Analyst,MI,FT,90000,US,US,M,0,USD,90000.0,90000.0
2024-01-01,Data Analyst,SE,FT,165000,AU,AU,M,0,USD,165000.0,165000.0
2024-01-01,Data Analyst,MI,FT,92000,US,US,M,0,USD,92000.0,92000.0
2024-01-01,Data Analyst,SE,FT,90000,CA,CA,M,0,USD,90000.0,90000.0
2024-01-01,Data Analyst,EN,FT,90000,US,US,M,100,USD,90000.0,90000.0
2024-01-01,Data Analyst,SE,FT,90000,US,US,M,0,USD,90000.0,90000.0
2024-01-01,Data Analyst,MI,FT,96750,US,US,M,0,USD,96750.0,96750.0
2024-01-01,Data Analyst,EN,FT,96761,US,US,M,0,USD,96761.0,96761.0
2024-01-01,Data Analyst,SE,FT,135000,US,US,M,0,USD,135000.0,135000.0
2024-01-01,Data Analyst,SE,FT,103786,US,US,M,0,USD,103786.0,103786.0
2024-01-01,Data Analyst,MI,FT,135000,US,US,M,0,USD,135000.0,135000.0
2024-01-01,Data Analyst,MI,FT,103500,US,US,M,0,USD,103500.0,103500.0
2024-01-01,Data Analyst,EN,FT,103800,US,US,M,0,USD,103800.0,103800.0
2024-01-01,Data Analyst,SE,FT,169000,US,US,M,100,USD,169000.0,169000.0
2024-01-01,Data Analyst,EN,FT,103000,US,US,M,100,USD,103000.0,103000.0
2024-01-01,Data Analyst,SE,FT,100000,US,US,M,0,USD,100000.0,100000.0
2024-01-01,Data Analyst,EN,FT,101000,US,US,M,0,USD,101000.0,101000.0
2024-01-01,Data Analyst,EN,FT,100000,US,US,M,0,USD,100000.0,100000.0
2024-01-01,Data Analyst,EX,FT,100000,US,US,M,0,USD,100000.0,100000.0
2024-01-01,Data Analyst,EN,FT,100000,US,US,M,100,USD,100000.0,100000.0
2024-01-01,Data Analyst,SE,FT,102000,US,US,M,0,USD,102000.0,102000.0
2024-01-01,Data Analyst,EN,FT,102000,US,US,M,100,USD,102000.0,102000.0
2024-01-01,Data Analyst,EN,FT,106100,US,US,M,0,USD,106100.0,106100.0
2024-01-01,Data Analyst,SE,FT,200200,US,US,M,0,USD,200200.0,200200.0
2024-01-01,Data Analyst,MI,FT,106000,US,US,M,0,USD,106000.0,106000.0
2024-01-01,Data Analyst,EN,FT,106000,US,US,M,0,USD,106000.0,106000.0
2024-01-01,Data Analyst,SE,FT,200000,US,US,M,100,USD,200000.0,200000.0
2024-01-01,Data Analyst,SE,FT,106260,US,US,M,0,USD,106260.0,106260.0
2024-01-01,Data Analyst Lead,MI,CT,200000,NZ,NZ,S,50,NZD,125000.0,200000.0
2024-01-01,Data Analyst,MI,FT,105000,US,US,M,0,USD,105000.0,105000.0
2024-01-01,Data Analyst,EN,FT,105000,US,US,M,0,USD,105000.0,105000.0
2024-01-01,Data Analyst,SE,FT,105000,US,US,M,0,USD,105000.0,105000.0
2024-01-01,Data Analyst,SE,FT,105000,CA,CA,M,0,USD,105000.0,105000.0
2024-01-01,Data Analyst,EN,FT,99900,US,US,M,0,USD,99900.0,99900.0
2024-01-01,Data Analyst,EN,FT,99200,US,US,M,100,USD,99200.0,99200.0
2024-01-01,Data Analyst,MI,FT,166000,US,US,M,0,USD,166000.0,166000.0
2024-01-01,Data Analyst,EN,FT,137100,US,US,M,0,USD,137100.0,137100.0
2024-01-01,Data Analyst,EN,FT,97500,US,US,M,0,USD,97500.0,97500.0
2024-01-01,Data Analyst,EN,FT,96800,US,US,M,0,USD,96800.0,96800.0
2024-01-01,Data Analyst,EN,FT,97000,US,US,M,0,USD,97000.0,97000.0
2024-01-01,Data Analyst,MI,FT,98000,US,US,M,100,USD,98000.0,98000.0
2024-01-01,Data Analyst,SE,FT,166000,US,US,M,0,USD,166000.0,166000.0
2024-01-01,Data Analyst,MI,FT,100000,US,US,M,0,USD,100000.0,100000.0
2024-01-01,Data Analyst,SE,FT,100000,US,US,M,100,USD,100000.0,100000.0
2024-01-01,Data Analyst,SE,FT,100000,IE,IE,M,0,USD,100000.0,100000.0
2024-01-01,Data Analyst,SE,FT,136000,US,US,M,0,USD,136000.0,136000.0
2024-01-01,Data Analyst,SE,FT,136000,US,US,M,100,USD,136000.0,136000.0
2024-01-01,Data Analyst,SE,FT,207300,US,US,M,0,USD,207300.0,207300.0
2024-01-01,Data Analyst,MI,FT,167000,US,US,M,0,USD,167000.0,167000.0
