Unnamed: 0,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_Currency,salary_in_usd,Salary_In_USD
,2021-01-01,Data Science Manager,SE,FT,240000,US,US,L,0,USD,240000,240000
,2021-01-01,Data Analyst,EN,FT,56000,AU,AU,L,50,AUD,42028,56000
,2021-01-01,Computer Vision Engineer,SE,FT,24000,BR,BR,M,100,USD,24000,24000
,2021-01-01,Data Engineer,MI,FT,24000,MT,MT,L,50,EUR,28369,24000
,2021-01-01,Machine Learning Engineer,SE,FT,80000,DE,DE,L,50,EUR,94564,80000
,2021-01-01,Data Engineer,MI,FT,22000,RO,US,L,0,EUR,26005,22000
,2021-01-01,Director of Data Science,EX,FT,130000,IT,PL,L,100,EUR,153667,130000
,2021-01-01,Data Scientist,MI,FT,130000,US,US,L,50,USD,130000,130000
,2021-01-01,Cloud Data Engineer,MI,FT,120000,SG,SG,L,50,SGD,89294,120000
,2021-01-01,Data Analytics Manager,SE,FT,120000,US,US,M,100,USD,120000,120000
,2021-01-01,Head of Data,SE,FT,87000,SI,SI,L,100,EUR,102839,87000
,2021-01-01,Research Scientist,SE,FT,51400,PT,PT,L,50,EUR,60757,51400
,2021-01-01,Data Analyst,MI,FT,37456,GB,GB,L,50,GBP,51519,37456
,2021-01-01,Machine Learning Scientist,SE,FT,120000,US,US,S,50,USD,120000,120000
,2021-01-01,Machine Learning Scientist,EN,FT,225000,US,US,L,100,USD,225000,225000
,2021-01-01,Machine Learning Scientist,SE,FT,225000,US,CA,L,100,USD,225000,225000
,2021-01-01,Computer Vision Software Engineer,EN,PT,120000,DK,DK,L,50,DKK,19073,120000
,2021-01-01,Data Scientist,MI,FT,52000,DE,AT,M,50,EUR,61467,52000
,2021-01-01,Computer Vision Engineer,EN,PT,180000,DK,DK,S,50,DKK,28609,180000
,2021-01-01,Machine Learning Engineer,MI,FT,180000,PL,PL,L,100,PLN,46597,180000
,2021-01-01,Data Scientist,SE,FT,130000,CA,CA,L,100,CAD,103691,130000
,2021-01-01,Data Scientist,SE,FT,180000,TR,TR,L,50,TRY,20171,180000
,2021-01-01,Data Science Consultant,EN,FT,90000,US,US,S,100,USD,90000,90000
,2021-01-01,Data Analyst,SE,FT,90000,CA,CA,M,100,CAD,71786,90000
,2021-01-01,Data Scientist,EN,FT,90000,US,US,S,100,USD,90000,90000
,2021-01-01,Data Analyst,EN,FT,90000,US,US,S,100,USD,90000,90000
,2021-01-01,Data Engineer,MI,FT,90000,US,US,L,100,USD,90000,90000
,2021-01-01,Data Science Manager,SE,FT,152000,US,FR,L,100,USD,152000,152000
,2021-01-01,Data Analyst,MI,FT,90000,US,US,M,100,USD,90000,90000
,2021-01-01,Data Engineer,MI,FT,52500,GB,GB,L,50,GBP,72212,52500
,2021-01-01,Research Scientist,SE,FT,120500,CA,CA,L,50,CAD,96113,120500
,2021-01-01,Marketing Data Engineer,EN,FT,90000,SG,SG,L,50,SGD,66970,90000
,2021-01-01,Director of Data Science,SE,FT,168000,JP,JP,S,0,USD,168000,168000
,2021-01-01,Research Scientist,MI,FT,53000,FR,FR,M,50,EUR,62649,53000
,2021-01-01,Data Architect,MI,FT,180000,US,US,L,100,USD,180000,180000
,2021-01-01,Data Analyst,MI,FT,80000,US,US,L,100,USD,80000,80000
,2021-01-01,Research Scientist,MI,FT,48000,FR,FR,S,50,EUR,56738,48000
230,2021-01-01,Data Analyst,SE,FT,5711976,CA,CA,M,100,,,5711976
285,2021-01-01,Research Scientist,MI,FT,5569785,CZ,CZ,L,50,,,5569785
185,2021-01-01,Machine Learning Scientist,MI,FL,954834,PK,PK,M,50,,,954834
286,2021-01-01,Data Science Manager,SE,FT,7532447,IN,IN,L,50,,,7532447
184,2021-01-01,Finance Data Analyst,SE,FT,4925034,GB,GB,L,50,,,4925034
183,2021-01-01,Data Engineer,MI,FT,2069205,RO,US,L,0,,,2069205
182,2021-01-01,Data Scientist,MI,FT,7219659,DE,DE,L,50,,,7219659
181,2021-01-01,Big Data Engineer,MI,FT,1799146,IN,IN,L,0,,,1799146
180,2021-01-01,Data Scientist,MI,FT,451875,IN,US,S,100,,,451875
179,2021-01-01,Machine Learning Engineer,EN,FT,6445130,US,US,S,50,,,6445130
178,2021-01-01,Data Scientist,MI,FT,3185804,CL,CL,L,100,,,3185804
287,2021-01-01,Head of Data,SE,FT,8182848,SI,SI,L,100,,,8182848
288,2021-01-01,Data Scientist,MI,FT,8673076,US,US,L,50,,,8673076
289,2021-01-01,Machine Learning Engineer,MI,FT,4063137,IT,IT,L,50,,,4063137
177,2021-01-01,Data Scientist,MI,FT,227489,MX,MX,S,0,,,227489
,2021-01-01,Data Analytics Engineer,SE,FT,67000,DE,DE,L,100,EUR,79197,67000
284,2021-01-01,Staff Data Scientist,SE,CT,8354798,US,US,M,100,,,8354798
176,2021-01-01,Data Engineering Manager,SE,FT,13845093,US,US,L,100,,,13845093
283,2021-01-01,Data Engineer,MI,PT,5549256,NL,NL,L,100,,,5549256
282,2021-01-01,Research Scientist,EN,FT,7956950,JE,CN,L,0,,,7956950
190,2021-01-01,Machine Learning Engineer,MI,FT,5888143,JP,JP,S,50,,,5888143
271,2021-01-01,Data Engineer,EN,FT,5768789,US,US,L,100,,,5768789
272,2021-01-01,Computer Vision Engineer,SE,FT,1504421,BR,BR,M,0,,,1504421
273,2021-01-01,Data Science Consultant,EN,FT,6113563,DE,DE,L,0,,,6113563
274,2021-01-01,Machine Learning Engineer,EN,FT,6763408,NL,DE,S,100,,,6763408
189,2021-01-01,Data Engineer,SE,FT,6113563,RO,GB,S,50,,,6113563
275,2021-01-01,Data Scientist,SE,FT,6181277,FR,FR,M,50,,,6181277
276,2021-01-01,Data Scientist,EN,FT,7956950,US,US,M,100,,,7956950
277,2021-01-01,Data Scientist,EN,FT,4615031,US,US,L,50,,,4615031
188,2021-01-01,Data Science Consultant,EX,FT,5549256,FR,ES,S,100,,,5549256
278,2021-01-01,AI Scientist,SE,FT,4376323,ES,ES,L,100,,,4376323
279,2021-01-01,Data Scientist,SE,FT,1604996,TR,TR,L,50,,,1604996
280,2021-01-01,Business Data Analyst,EN,FT,4702717,LU,LU,L,100,,,4702717
281,2021-01-01,Data Engineer,MI,FT,8911784,US,US,L,100,,,8911784
187,2021-01-01,Data Analytics Engineer,SE,FT,3978475,VN,GB,M,100,,,3978475
186,2021-01-01,Data Engineer,MI,FT,318278,IR,IR,M,100,,,318278
175,2021-01-01,Research Scientist,SE,FT,4834404,PT,PT,L,50,,,4834404
174,2021-01-01,Principal Data Scientist,SE,FT,18698833,US,US,L,100,,,18698833
173,2021-01-01,Data Analyst,EN,FT,4774170,US,US,S,100,,,4774170
153,2021-01-01,Data Scientist,MI,FT,6029299,CA,CA,L,100,,,6029299
152,2021-01-01,Data Scientist,MI,FT,11935425,US,US,M,100,,,11935425
151,2021-01-01,Director of Data Science,SE,FT,13367676,JP,JP,S,0,,,13367676
150,2021-01-01,Cloud Data Engineer,SE,FT,12731120,BR,US,S,100,,,12731120
149,2021-01-01,Data Engineering Manager,SE,FT,12174134,US,US,L,100,,,12174134
,2021-01-01,ML Engineer,SE,FT,256000,US,US,S,100,USD,256000,256000
,2021-01-01,Data Science Manager,SE,FT,174000,US,US,L,100,USD,174000,174000
,2021-01-01,Data Engineer,SE,FT,174000,US,US,L,100,USD,174000,174000
148,2021-01-01,Data Engineer,MI,FT,7161255,US,US,L,100,,,7161255
147,2021-01-01,Research Scientist,MI,FT,4984950,FR,FR,M,50,,,4984950
146,2021-01-01,Machine Learning Engineer,SE,FT,6583899,BE,BE,M,50,,,6583899
145,2021-01-01,Data Engineer,MI,FT,7956950,US,US,L,100,,,7956950
144,2021-01-01,Data Scientist,MI,FT,6564484,US,US,S,100,,,6564484
143,2021-01-01,Data Engineering Manager,SE,FT,11935425,US,US,L,0,,,11935425
142,2021-01-01,Data Science Manager,SE,FT,19096680,US,US,L,0,,,19096680
154,2021-01-01,Data Scientist,EN,FT,1066231,UA,UA,L,100,,,1066231
155,2021-01-01,Data Science Manager,SE,FT,11458008,US,US,L,100,,,11458008
156,2021-01-01,Data Science Engineer,SE,FT,10122911,CA,CA,L,50,,,10122911
157,2021-01-01,Data Scientist,MI,FT,9473465,SG,IL,M,100,,,9473465
172,2021-01-01,Data Engineer,MI,FT,6566712,GB,GB,L,100,,,6566712
171,2021-01-01,Data Architect,MI,FT,13526815,US,US,L,100,,,13526815
170,2021-01-01,Data Architect,MI,FT,11935425,US,US,L,100,,,11935425
169,2021-01-01,BI Data Analyst,EN,FT,4376323,US,US,S,50,,,4376323
168,2021-01-01,Director of Data Science,EX,FT,19892375,US,US,L,0,,,19892375
167,2021-01-01,Data Engineer,EN,FT,6365560,US,US,L,100,,,6365560
,2021-01-01,Applied Data Scientist,MI,FT,68000,GB,CA,L,50,CAD,54238,68000
270,2021-01-01,Data Engineer,EN,FT,5173052,DE,DE,M,50,,,5173052
166,2021-01-01,Data Specialist,SE,FT,13128968,US,US,L,100,,,13128968
164,2021-01-01,Data Science Consultant,EN,FT,5079001,DE,DE,L,50,,,5079001
221,2021-01-01,Machine Learning Engineer,MI,FT,3707700,PL,PL,L,100,,,3707700
162,2021-01-01,Head of Data Science,EX,FT,6763408,RU,RU,M,0,,,6763408
161,2021-01-01,Head of Data,EX,FT,18300985,RU,RU,L,50,,,18300985
160,2021-01-01,Machine Learning Engineer,EN,FT,9946188,US,US,S,100,,,9946188
159,2021-01-01,Data Analytics Manager,SE,FT,9548340,US,US,M,100,,,9548340
158,2021-01-01,Applied Machine Learning Scientist,MI,FT,33657899,US,US,L,50,,,33657899
165,2021-01-01,Director of Data Science,EX,FT,10346104,DE,DE,M,50,,,10346104
141,2021-01-01,Data Analyst,MI,FT,10741883,US,US,L,100,,,10741883
269,2021-01-01,Data Engineer,MI,FT,2229219,TR,TR,M,100,,,2229219
267,2021-01-01,Data Engineer,MI,FT,7411899,US,US,M,0,,,7411899
226,2021-01-01,Principal Data Scientist,EX,CT,33100912,US,US,S,100,,,33100912
204,2021-01-01,Research Scientist,SE,FT,3978475,FR,US,S,100,,,3978475
203,2021-01-01,Data Scientist,MI,FT,3009716,ES,ES,L,100,,,3009716
202,2021-01-01,Machine Learning Infrastructure Engineer,SE,FT,15516053,US,US,M,100,,,15516053
201,2021-01-01,Data Scientist,MI,FT,4890898,DE,AT,M,50,,,4890898
200,2021-01-01,Data Science Consultant,EN,FT,7161255,US,US,S,100,,,7161255
199,2021-01-01,Data Science Manager,SE,FT,4304233,IN,US,L,50,,,4304233
227,2021-01-01,Data Scientist,SE,FT,6981269,CA,CA,S,100,,,6981269
198,2021-01-01,Machine Learning Engineer,SE,FT,1936881,IN,IN,L,100,,,1936881
228,2021-01-01,Data Scientist,MI,FT,7054154,DE,DE,L,50,,,7054154
229,2021-01-01,Data Scientist,SE,FT,10741883,US,US,L,0,,,10741883
231,2021-01-01,Big Data Engineer,EN,FT,1291254,IN,IN,L,100,,,1291254
232,2021-01-01,ML Engineer,SE,FT,20369792,US,US,S,100,,,20369792
197,2021-01-01,BI Data Analyst,EN,FT,737768,KE,KE,S,100,,,737768
233,2021-01-01,Director of Data Engineering,SE,FT,15913900,US,US,L,100,,,15913900
205,2021-01-01,Data Scientist,MI,FT,12731120,US,US,L,100,,,12731120
234,2021-01-01,Data Analyst,SE,FT,15913900,US,US,L,100,,,15913900
206,2021-01-01,Data Scientist,MI,FT,1026526,BR,BR,S,0,,,1026526
208,2021-01-01,Data Engineer,SE,FT,13128968,US,US,M,0,,,13128968
222,2021-01-01,Data Scientist,MI,FT,9302789,GB,GB,L,50,,,9302789
219,2021-01-01,Machine Learning Engineer,MI,FT,7054154,BE,BE,M,100,,,7054154
218,2021-01-01,Data Scientist,MI,FT,7219659,DE,DE,L,50,,,7219659
217,2021-01-01,Computer Vision Engineer,EN,PT,2276404,DK,DK,S,50,,,2276404
216,2021-01-01,Principal Data Engineer,SE,FT,14720358,US,US,L,100,,,14720358
215,2021-01-01,Machine Learning Engineer,EN,FT,1975154,DE,DE,M,50,,,1975154
214,2021-01-01,Big Data Engineer,EN,FT,468028,IN,CH,L,0,,,468028
213,2021-01-01,Data Engineer,MI,FT,5253338,HK,GB,S,50,,,5253338
212,2021-01-01,Research Scientist,MI,FT,4514614,FR,FR,S,50,,,4514614
211,2021-01-01,Machine Learning Engineer,MI,FT,1975154,SI,SI,L,50,,,1975154
223,2021-01-01,Data Scientist,MI,FT,2690086,IN,IN,M,0,,,2690086
224,2021-01-01,Data Scientist,MI,FT,4476262,GB,GB,L,50,,,4476262
210,2021-01-01,Data Analytics Manager,SE,FT,9548340,US,US,L,0,,,9548340
225,2021-01-01,Machine Learning Scientist,SE,FT,17903138,US,CA,L,100,,,17903138
209,2021-01-01,Data Engineer,MI,FL,1591390,IT,US,L,0,,,1591390
207,2021-01-01,Machine Learning Engineer,SE,FT,15913900,US,US,L,100,,,15913900
235,2021-01-01,Data Architect,MI,FT,14322510,US,US,L,100,,,14322510
236,2021-01-01,Head of Data Science,MI,FT,8752645,US,US,S,0,,,8752645
237,2021-01-01,Research Scientist,MI,FT,5077330,CA,CA,M,100,,,5077330
254,2021-01-01,Data Scientist,EN,FT,2259694,IN,IN,M,100,,,2259694
255,2021-01-01,Data Analyst,MI,FT,7399964,US,US,L,100,,,7399964
256,2021-01-01,Big Data Architect,SE,FT,7933318,CA,CA,M,50,,,7933318
257,2021-01-01,Data Engineer,MI,FT,15913900,US,US,L,100,,,15913900
258,2021-01-01,Principal Data Scientist,SE,FT,13826155,DE,DE,M,100,,,13826155
259,2021-01-01,Machine Learning Engineer,SE,FT,14720358,US,US,L,50,,,14720358
260,2021-01-01,Director of Data Science,EX,FT,11286615,DE,DE,L,0,,,11286615
261,2021-01-01,Data Scientist,MI,FT,10344035,US,US,L,50,,,10344035
262,2021-01-01,Data Analyst,SE,FT,5079001,DE,DE,L,50,,,5079001
263,2021-01-01,Data Scientist,MI,FT,1345043,IN,IN,S,100,,,1345043
264,2021-01-01,Machine Learning Engineer,SE,FT,5272673,IN,IN,L,0,,,5272673
192,2021-01-01,Machine Learning Engineer,EN,FT,1738116,CO,CO,M,50,,,1738116
191,2021-01-01,Data Science Manager,SE,FT,12094564,US,FR,L,100,,,12094564
265,2021-01-01,Data Scientist,MI,FT,2031568,RS,DE,S,100,,,2031568
266,2021-01-01,Lead Data Engineer,SE,FT,12731120,PR,US,S,50,,,12731120
253,2021-01-01,Principal Data Engineer,EX,FT,47741700,US,US,L,100,,,47741700
252,2021-01-01,Data Scientist,EN,FT,7161255,US,US,S,100,,,7161255
251,2021-01-01,Data Scientist,MI,FT,9150493,US,US,L,50,,,9150493
193,2021-01-01,Big Data Engineer,MI,FT,1432251,MD,MD,S,0,,,1432251
238,2021-01-01,Data Scientist,MI,FT,3724569,ES,ES,M,100,,,3724569
239,2021-01-01,Data Scientist,EN,FT,318278,VN,VN,M,0,,,318278
240,2021-01-01,Data Engineer,EN,FT,1721645,IN,IN,M,50,,,1721645
241,2021-01-01,Data Scientist,SE,FT,8250641,CA,CA,L,100,,,8250641
242,2021-01-01,Data Analyst,MI,FT,6365560,US,US,L,100,,,6365560
243,2021-01-01,Data Engineer,MI,FT,8752645,US,US,L,100,,,8752645
244,2021-01-01,Data Scientist,SE,FT,13128968,US,US,L,100,,,13128968
268,2021-01-01,Data Engineer,MI,FT,8893881,US,US,M,0,,,8893881
245,2021-01-01,AI Scientist,EN,FT,1436468,IN,AS,S,100,,,1436468
196,2021-01-01,Data Scientist,MI,FT,11696717,US,US,L,50,,,11696717
247,2021-01-01,Data Scientist,EN,FT,2915665,FR,FR,L,50,,,2915665
248,2021-01-01,Data Engineer,MI,FT,963030,TR,TR,M,0,,,963030
195,2021-01-01,Research Scientist,SE,FT,7647663,CA,CA,L,50,,,7647663
194,2021-01-01,Data Science Manager,SE,FT,13845093,US,US,L,100,,,13845093
249,2021-01-01,Data Engineer,SE,FT,7661111,GB,GB,L,50,,,7661111
250,2021-01-01,Principal Data Analyst,SE,FT,13526815,US,US,M,100,,,13526815
246,2021-01-01,Data Engineer,MI,FT,5745873,GB,GB,L,50,,,5745873
140,2021-01-01,Data Scientist,EN,FT,6365560,US,US,M,100,,,6365560
163,2021-01-01,Data Engineer,MI,FT,2257307,MT,MT,L,50,,,2257307
220,2021-01-01,Data Analytics Manager,SE,FT,11139730,US,US,L,100,,,11139730
115,2021-01-01,Data Engineer,MI,FT,3611739,NL,NL,L,100,,,3611739
114,2021-01-01,AI Scientist,EN,PT,954834,PK,US,M,100,,,954834
92,2021-01-01,Data Science Consultant,EN,FT,6113563,DE,DE,S,100,,,6113563
,2021-01-01,Lead Data Engineer,SE,FT,160000,PR,US,S,50,USD,160000,160000
,2021-01-01,Data Engineer,SE,FT,70000,GB,GB,L,50,GBP,96282,70000
,2021-01-01,Cloud Data Engineer,SE,FT,160000,BR,US,S,100,USD,160000,160000
101,2021-01-01,Data Analyst,MI,FT,5967713,US,US,L,0,,,5967713
,2021-01-01,Data Scientist,MI,FT,115000,US,US,L,50,USD,115000,115000
,2021-01-01,Data Scientist,SE,FT,65720,FR,FR,M,50,EUR,77684,65720
102,2021-01-01,Data Engineer,SE,FT,11935425,US,US,L,100,,,11935425
91,2021-01-01,Marketing Data Analyst,SE,FT,7054154,GR,DK,L,100,,,7054154
120,2021-01-01,Data Engineer,MI,FT,15913900,US,US,L,100,,,15913900
96,2021-01-01,Cloud Data Engineer,MI,FT,7105079,SG,SG,L,50,,,7105079
103,2021-01-01,BI Data Analyst,MI,FT,2885111,HU,US,L,50,,,2885111
90,2021-01-01,Data Analyst,SE,FT,6365560,BG,US,S,100,,,6365560
,2021-01-01,Computer Vision Software Engineer,EN,FT,70000,US,US,M,100,USD,70000,70000
93,2021-01-01,Lead Data Analyst,MI,FT,1560278,IN,IN,L,100,,,1560278
,2021-01-01,Data Scientist,MI,FT,160000,US,US,L,100,USD,160000,160000
,2021-01-01,Data Scientist,MI,FT,160000,SG,IL,M,100,SGD,119059,160000
98,2021-01-01,Financial Data Analyst,MI,FT,35806275,US,US,L,100,,,35806275
121,2021-01-01,Big Data Engineer,MI,FT,4774170,ES,RO,M,50,,,4774170
94,2021-01-01,Lead Data Engineer,SE,FT,21961182,US,US,L,0,,,21961182
122,2021-01-01,Principal Data Engineer,SE,FT,15913900,US,US,M,100,,,15913900
123,2021-01-01,Data Analyst,EN,FT,3978475,US,US,M,100,,,3978475
99,2021-01-01,Computer Vision Software Engineer,EN,FT,5569865,US,US,M,100,,,5569865
124,2021-01-01,Applied Data Scientist,EN,FT,8755589,GB,GB,L,0,,,8755589
,2021-01-01,Data Science Engineer,SE,FT,159500,CA,CA,L,50,CAD,127221,159500
100,2021-01-01,Computer Vision Software Engineer,MI,FT,7618461,DE,US,S,100,,,7618461
,2021-01-01,Machine Learning Engineer,SE,FT,70000,BE,BE,M,50,EUR,82744,70000
117,2021-01-01,Data Scientist,MI,FT,3978475,NG,NG,L,100,,,3978475
108,2021-01-01,Data Engineer,SE,FT,9150493,US,US,S,100,,,9150493
125,2021-01-01,Data Analyst,EN,PT,823863,ES,ES,M,50,,,823863
126,2021-01-01,Principal Data Scientist,MI,FT,12014995,US,US,L,100,,,12014995
127,2021-01-01,Machine Learning Scientist,SE,FT,9548340,US,US,S,50,,,9548340
116,2021-01-01,Machine Learning Scientist,EN,FT,17903138,US,US,L,100,,,17903138
118,2021-01-01,Data Science Engineer,MI,FT,3197819,GR,GR,M,100,,,3197819
89,2021-01-01,Lead Data Analyst,SE,FT,13526815,US,US,L,100,,,13526815
88,2021-01-01,Data Analytics Engineer,MI,FT,8752645,US,US,L,100,,,8752645
104,2021-01-01,Data Analyst,MI,FT,4933309,US,US,L,0,,,4933309
111,2021-01-01,Machine Learning Engineer,SE,FT,7524410,DE,DE,L,50,,,7524410
106,2021-01-01,Data Analyst,MI,FT,4099341,GB,GB,L,50,,,4099341
107,2021-01-01,Research Scientist,MI,FT,14914666,CA,CA,L,100,,,14914666
110,2021-01-01,Data Engineer,EN,FT,2421141,IN,IN,L,100,,,2421141
82,2021-01-01,Data Engineer,MI,FT,11139730,US,US,L,100,,,11139730
81,2021-01-01,Data Analytics Engineer,SE,FT,6301666,DE,DE,L,100,,,6301666
,2021-01-01,Data Engineer,SE,FT,115000,US,US,S,100,USD,115000,115000
138,2021-01-01,ML Engineer,MI,FT,6155815,JP,JP,S,50,,,6155815
119,2021-01-01,Data Analyst,EN,FT,7161255,US,US,S,100,,,7161255
95,2021-01-01,Data Scientist,EN,FT,2367272,IN,IN,L,50,,,2367272
80,2021-01-01,Data Analyst,EN,FT,6365560,US,US,M,100,,,6365560
109,2021-01-01,Data Engineer,SE,FT,11935425,US,US,M,100,,,11935425
79,2021-01-01,ML Engineer,MI,CT,21483765,US,US,L,100,,,21483765
78,2021-01-01,3D Computer Vision Researcher,MI,PT,430391,IN,IN,M,50,,,430391
139,2021-01-01,Principal Data Scientist,SE,FT,17505290,US,US,L,0,,,17505290
83,2021-01-01,Applied Data Scientist,MI,FT,4315691,GB,CA,L,50,,,4315691
112,2021-01-01,Director of Data Engineering,SE,FT,9029229,GB,GB,M,100,,,9029229
137,2021-01-01,ML Engineer,MI,FT,5069452,JP,JP,S,50,,,5069452
87,2021-01-01,Data Analyst,EN,FT,4702717,FR,FR,M,50,,,4702717
113,2021-01-01,Lead Data Engineer,SE,FT,8208390,GB,GB,S,100,,,8208390
86,2021-01-01,Data Engineer,MI,FT,2265821,PL,PL,L,100,,,2265821
85,2021-01-01,Director of Data Science,EX,FT,12227206,IT,PL,L,100,,,12227206
105,2021-01-01,Data Scientist,MI,FT,5808574,US,US,L,0,,,5808574
,2021-01-01,Research Scientist,MI,FT,69999,CZ,CZ,L,50,USD,69999,69999
84,2021-01-01,Machine Learning Engineer,MI,FT,3762205,ES,ES,S,100,,,3762205
129,2021-01-01,Machine Learning Engineer,EN,FT,1591390,IN,IN,S,100,,,1591390
128,2021-01-01,Data Scientist,MI,FT,753205,IN,IN,S,0,,,753205
131,2021-01-01,Machine Learning Developer,EN,FT,7956950,IQ,IQ,S,50,,,7956950
132,2021-01-01,Data Scientist,EN,FT,3950307,FR,FR,M,50,,,3950307
133,2021-01-01,Applied Machine Learning Scientist,MI,FT,3055469,VN,US,M,100,,,3055469
134,2021-01-01,Computer Vision Engineer,SE,FT,1909668,BR,BR,M,100,,,1909668
135,2021-01-01,Data Scientist,EN,FT,7956950,US,US,S,0,,,7956950
136,2021-01-01,Data Analyst,MI,FT,7161255,US,US,M,100,,,7161255
130,2021-01-01,Lead Data Scientist,SE,FT,3228135,IN,IN,L,50,,,3228135
97,2021-01-01,AI Scientist,EN,PT,954834,BR,US,S,100,,,954834
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Analytics Engineer,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Product Data Analyst,MI,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Machine Learning Engineer,SE,FT,140000,CA,CA,M,0,USD,140000,140000
,2022-01-01,Data Engineer,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,0,USD,140000,140000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Scientist,SE,FT,81500,US,US,M,0,USD,81500,81500
,2022-01-01,Data Architect,SE,FT,81500,US,US,M,0,USD,81500,81500
,2022-01-01,Data Engineer,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Engineer,MI,FT,80000,GB,GB,M,100,GBP,98506,80000
,2022-01-01,Data Engineer,MI,FT,80000,ES,ES,M,100,EUR,84053,80000
,2022-01-01,Data Engineer,EN,FT,80000,US,US,L,100,USD,80000,80000
,2022-01-01,Data Engineer,MI,FT,80000,GB,GB,M,100,GBP,98506,80000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Analyst,EX,FT,110000,US,US,M,100,USD,110000,110000
,2022-01-01,Data Analyst,SE,FT,80000,US,US,M,100,USD,80000,80000
,2022-01-01,Data Engineer,SE,FT,80000,US,US,M,100,USD,80000,80000
,2022-01-01,Lead Machine Learning Engineer,SE,FT,80000,DE,DE,M,0,EUR,84053,80000
,2022-01-01,Data Architect,SE,FT,230400,US,US,M,0,USD,230400,230400
,2022-01-01,Data Analyst,SE,FT,81666,US,US,M,100,USD,81666,81666
,2022-01-01,Data Analyst,SE,FT,81666,US,US,M,0,USD,81666,81666
,2022-01-01,Data Analyst,SE,FT,81666,US,US,M,100,USD,81666,81666
,2022-01-01,Data Analyst,SE,FT,81666,US,US,M,100,USD,81666,81666
,2022-01-01,Data Analyst,SE,FT,81666,US,US,M,100,USD,81666,81666
,2022-01-01,Data Analyst,SE,FT,81666,US,US,M,100,USD,81666,81666
,2022-01-01,Data Analyst,SE,FT,81666,US,US,M,100,USD,81666,81666
,2022-01-01,Machine Learning Engineer,SE,FT,164000,US,US,M,100,USD,164000,164000
,2022-01-01,Applied Scientist,SE,FT,164000,US,US,M,100,USD,164000,164000
,2022-01-01,Data Manager,EX,FT,164000,CA,CA,L,50,CAD,125976,164000
,2022-01-01,Data Engineer,SE,FT,164000,US,US,M,0,USD,164000,164000
,2022-01-01,Data Analyst,SE,FT,164000,US,US,M,0,USD,164000,164000
,2022-01-01,Data Engineer,MI,FT,110000,GB,GB,M,0,GBP,135446,110000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,L,100,USD,140000,140000
,2022-01-01,Data Engineer,SE,FT,139860,US,US,M,0,USD,139860,139860
,2022-01-01,Analytics Engineer,SE,FT,231250,US,US,M,100,USD,231250,231250
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Engineer,MI,FT,80000,GB,GB,M,0,GBP,98506,80000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Scientist,EN,FT,80000,BE,BE,L,100,EUR,84053,80000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Research Scientist,EX,FT,80000,NL,NL,L,0,EUR,84053,80000
,2022-01-01,Data Scientist,SE,FT,140000,US,US,M,100,USD,140000,140000
,2022-01-01,Data Engineer,SE,FT,80000,US,US,L,0,USD,80000,80000
,2022-01-01,Machine Learning Engineer,MI,FT,80000,FR,DE,M,100,EUR,84053,80000
,2022-01-01,Data Engineer,MI,FT,80000,ES,ES,M,100,EUR,84053,80000
,2022-01-01,Data Scientist,MI,FT,140000,GB,GB,M,0,GBP,172386,140000
,2022-01-01,Data Engineer,MI,FT,80000,GR,GR,M,100,EUR,84053,80000
